Name,Pos,Age,Date of Death,Include,BirthDate,Yrs,From,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Lng,Int,Sk,Yds,Att,Yds,TD,Lng,Rec,Yds,TD,Lng,Tkl,Int,Sk,,,,,,,
John Matlock,C,67,1/13/2012,1,10/19/1944,5,1967,1972,0,0,0,11,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Len McCormick,C-LB,89,8/20/2012,1,10/28/1922,1,1948,1948,0,0,0,0,11,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,1,,,,,,,,
Tom McCormick,HB,82,9/20/2012,1,5/16/1930,4,1953,1956,0,0,1,0,32,0,0,0,0,0,0,,,86,272,1,16,11,129,0,31,,,,,,,,,,
Walt McDonald,B,91,4/16/2012,1,11/5/1920,4,1946,1949,0,0,3,0,46,1,3,24,0,24,1,,,12,4,0,1,22,197,1,0,,5,,,,,,,,
Bucky McElroy,HB,83,7/18/2012,1,1/23/1929,1,1954,1954,0,0,0,0,1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Bennie McRae,DB,72,11/22/2012,1,12/8/1939,10,1962,1971,0,0,8,51,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,27,,,,,,,,
Bob McRoberts,HB,87,3/9/2012,1,4/28/1924,1,1944,1944,0,0,0,0,1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Stan Mitchell,RB,67,1/24/2012,1,8/17/1944,5,1966,1970,0,0,0,10,42,0,0,0,0,0,0,0,0,173,548,4,30,42,533,5,48,,,,,,,,,,
Tommy Mont,QB-HB,89,1/1/2012,1,6/20/1922,3,1947,1949,0,0,0,0,27,15,35,201,2,35,2,,,26,185,1,33,10,119,2,30,,3,,,,,,,,
Larry Morris,LB-FB-HB,79,12/19/2012,1,12/10/1933,11,1955,1966,0,0,9,46,124,0,0,0,0,0,0,,,40,148,1,22,0,0,0,0,,6,,,,,,,,
Chuck Muelhaupt,G,76,3/31/2012,1,12/11/1935,2,1960,1961,0,0,2,11,28,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Billy Neighbors,G,72,4/30/2012,1,2/4/1940,8,1962,1969,1,1,7,46,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Greg Oliver,RB,62,1/6/2012,1,1/15/1949,2,1973,1974,0,0,0,0,25,0,0,0,0,0,0,0,0,8,25,0,7,1,9,0,9,,,,,,,,,,
Bob O'Neil,G-DE-LB,81,4/29/2012,1,2/21/1931,3,1956,1961,0,0,1,2,38,0,0,0,0,0,0,,,0,0,0,0,1,-13,0,0,,,,,,,,,,
Chuck Osborne,DT,38,10/16/2012,1,11/2/1973,3,1996,1999,0,0,0,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,,2,,,,,,,
R.C. Owens,HB-E,77,6/17/2012,1,11/12/1934,8,1957,1964,0,0,4,21,90,0,0,0,0,0,0,,,1,23,1,23,206,3285,22,75,,,,,,,,,,
Terry Owens,T,68,10/27/2012,1,7/5/1944,10,1966,1975,0,0,8,41,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Don Panciera,QB-DB,84,2/9/2012,1,6/23/1927,3,1949,1952,0,0,1,0,26,86,246,1383,10,47,25,,,14,2,0,8,0,0,0,0,,1,,,,,,,,
John Panelli,LB-FB,85,3/2/2012,1,5/7/1926,5,1949,1953,0,0,3,0,51,0,0,0,0,0,0,,,55,157,0,18,4,27,0,13,,5,,,,,,,,
Bob Peviani,LB,81,9/24/2012,1,9/15/1931,1,1953,1953,0,0,1,0,12,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Jesse Powell,LB,65,6/14/2012,1,4/14/1947,5,1969,1973,0,0,0,18,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Merv Pregulman,C-G,90,11/29/2012,1,10/10/1922,4,1946,1949,0,0,3,0,47,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,3,,,,,,,,
Jim Price,LB,71,8/10/2012,1,9/17/1940,2,1963,1964,0,0,1,6,20,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,1,,,,,,,,
Dean Renfro,HB,80,11/11/2012,1,6/15/1932,1,1955,1955,0,0,0,0,7,0,0,0,0,0,0,,,4,13,0,5,0,0,0,0,,,,,,,,,,
Stacy Robinson,WR,50,5/8/2012,1,2/19/1962,6,1985,1990,0,0,1,6,43,0,0,0,0,0,0,0,0,0,0,0,0,48,749,7,62,,,,,,,,,,
Tommy Runnels,HB,78,4/7/2012,1,1/28/1934,2,1956,1957,0,0,1,0,21,2,4,69,0,35,0,,,116,386,0,17,7,60,1,22,,,,,,,,,,
Rich Saul,C-G-T,64,4/15/2012,1,2/5/1948,12,1970,1981,0,6,7,66,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
George Savitsky,T,88,9/4/2012,1,7/30/1924,2,1948,1949,0,0,0,0,24,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Mike Scarry,C-T,92,9/9/2012,1,2/1/1920,4,1944,1947,0,0,4,0,45,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,7,,,,,,,,
Junior Seau,LB,43,5/2/2012,1,1/19/1969,20,1990,2009,6,12,15,127,268,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,6,1522,18,56.5,,,,,,,
Clarence Self,DB-HB,86,1/21/2012,1,10/10/1925,6,1949,1955,0,0,3,0,62,0,0,0,0,0,0,,,7,46,0,21,1,12,0,12,,7,,,,,,,,
Mike Sikora,G,85,4/30/2012,1,11/29/1926,1,1952,1952,0,0,1,0,12,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Walt Slater,TB,92,5/11/2012,1,1/31/1920,1,1947,1947,0,0,0,0,11,18,39,215,1,37,5,,,46,167,0,19,0,0,0,0,,4,,,,,,,,
John Small,DT-LB,66,12/10/2012,1,11/20/1946,5,1970,1974,0,0,1,16,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Freddie Solomon,WR-QB-RB,59,2/13/2012,1,1/11/1953,11,1975,1985,0,0,10,58,151,7,15,122,0,30,1,3,34,61,519,4,59,371,5846,48,93,,,,,,,,,,
Stan Stasica,HB-DB,93,7/21/2012,1,6/24/1919,1,1946,1946,0,0,0,0,1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Joe Sutton,DB-HB,88,11/12/2012,1,4/26/1924,4,1949,1952,0,0,1,0,39,0,0,0,0,0,0,,,10,64,0,1,5,63,1,0,,13,,,,,,,,
John Sylvester,DB-HB,89,2/24/2012,1,1/14/1923,2,1947,1948,0,0,0,0,19,0,1,0,0,0,0,,,17,101,0,0,1,5,0,5,,1,,,,,,,,
Art Tait,DE,83,2/14/2012,1,2/8/1929,2,1951,1952,0,0,2,0,20,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Jim Temp,DE,79,11/25/2012,1,10/10/1933,4,1957,1960,0,0,1,4,43,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,1,,,,,,,,
Jesse Thomas,DB,83,5/16/2012,1,5/23/1928,4,1955,1960,0,0,2,2,36,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,4,,,,,,,,
George Timberlake,LB-G,80,11/7/2012,1,11/3/1932,1,1955,1955,0,0,0,0,6,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Jerry Tubbs,LB-C,77,6/14/2012,1,1/23/1935,10,1957,1966,0,1,7,41,119,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,17,,,,,,,,
Calvin Turner,DE,52,9/3/2012,1,4/10/1960,1,1987,1987,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3.5,,,,,,,
Steve Van Buren,HB,91,8/23/2012,1,12/28/1920,8,1944,1951,5,0,8,0,83,1,3,35,0,35,0,,,1320,5860,69,70,45,523,3,50,,9,,,,,,,,
Jack Vetter,HB-DB,91,10/27/2012,1,10/30/1920,1,1942,1942,0,0,0,0,4,0,0,0,0,0,0,,,1,4,0,4,0,0,0,0,,,,,,,,,,
Mike Voight,RB,58,5/22/2012,1,2/28/1954,1,1977,1977,0,0,0,0,14,0,0,0,0,0,0,0,0,7,20,0,6,0,0,0,0,,,,,,,,,,
Bill Walsh,C,84,5/13/2012,1,9/8/1927,6,1949,1954,1,2,6,0,72,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
John Ward,G-DE-C,64,12/4/2012,1,5/27/1948,6,1970,1976,0,0,0,19,78,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,,,,,,,,,,
Ernie Warlick,TE,80,11/24/2012,1,7/21/1932,4,1962,1965,0,4,3,16,56,0,0,0,0,0,0,,,0,0,0,0,90,1551,4,55,,,,,,,,,,
Alex Webster,HB-FB/Coach,80,3/3/2012,1,4/19/1931,10,1955,1964,0,2,8,29,109,0,1,0,0,0,0,,,1196,4638,39,71,240,2679,17,59,,,,,,,,,,
Martin Wendell,G,85,3/7/2012,1,11/22/1926,1,1949,1949,0,0,0,0,10,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Ralph Wenzel,G,69,6/18/2012,1,3/13/1943,7,1966,1973,0,0,0,15,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jim Whalen,TE,69,12/18/2012,1,5/20/1943,7,1965,1971,1,0,6,29,89,0,0,0,0,0,0,0,0,1,0,0,0,197,3155,20,87,,,,,,,,,,
Jesse Whittenton,DB,78,5/22/2012,1,5/9/1934,9,1956,1964,1,2,7,43,112,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,24,,,,,,,,
Bobby Williams,DB,70,8/5/2012,1,2/28/1942,5,1966,1971,0,0,0,7,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,,,,,,,,
John Williams,T-G-DE,66,7/8/2012,1,10/27/1945,12,1968,1979,0,0,8,54,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jeff Winans,G-DE-T-DT,61,12/21/2012,1,10/12/1951,5,1973,1978,0,0,1,9,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Paul Winslow,DB,74,5/10/2012,1,2/28/1938,1,1960,1960,0,0,0,3,12,0,0,0,0,0,0,,,2,-3,0,3,0,0,0,0,,,,,,,,,,
Duane Wood,DB,74,7/23/2012,1,9/20/1937,5,1960,1964,0,1,5,30,65,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,20,,,,,,,,
Lonnie Wright,DB,67,3/23/2012,1,1/23/1945,2,1966,1967,0,0,1,7,26,0,0,0,0,0,0,,,0,0,0,0,1,-2,0,0,,5,,,,,,,,
Dick Young,FB-HB,81,3/31/2012,1,8/25/1930,3,1955,1957,0,0,0,0,34,0,0,0,0,0,0,,,78,199,2,14,6,53,0,12,,,,,,,,,,
Ernie Zalejski,DB-HB,86,8/5/2012,1,11/23/1925,1,1950,1950,0,0,1,0,11,0,0,0,0,0,0,,,7,-2,1,6,1,1,0,1,,2,,,,,,,,
Ray Abruzzese,B,73,8/22/2011,1,10/27/1937,5,1962,1966,0,0,3,16,61,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,9,,,,,,,,
Tom Addison,LB,75,6/14/2011,1,4/12/1936,8,1960,1967,1,4,7,61,106,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,16,,,,,,,,
Houston Antwine,DT-DE,72,12/26/2011,1,4/11/1939,12,1961,1972,1,6,10,70,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,,
Bob Balog,C-LB,86,5/3/2011,1,11/2/1924,2,1949,1950,0,0,0,0,16,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Ricky Bell,DB,36,2/17/2011,1,10/2/1974,3,1996,1998,0,0,0,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,,,,,,,,
Marv Berschet,G-DE,81,7/12/2011,1,12/28/1929,2,1954,1955,0,0,1,0,16,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Forrest Blue,C,65,7/16/2011,1,9/7/1945,11,1968,1978,2,4,6,64,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Chuck Boerio,LB,81,9/30/2011,1,3/9/1930,1,1952,1952,0,0,0,0,1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Reed Bohovich,G-T,69,10/1/2011,1,11/28/1941,1,1962,1962,0,0,0,3,10,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Danny Brabham,LB,69,1/23/2011,1,2/25/1941,6,1963,1968,0,0,2,19,65,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,1,,,,,,,,
Johnny Brewer,TE-LB-DE,74,5/27/2011,1,3/8/1937,10,1961,1970,0,1,8,40,135,0,0,0,0,0,0,0,0,0,0,0,0,89,1256,6,55,,3,,,,,,,,
Paul Briggs,T,90,2/14/2011,1,4/18/1920,1,1948,1948,0,0,0,0,12,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Bill Brown,BB-QB-DB,92,4/29/2011,1,6/1/1918,2,1943,1944,0,0,1,0,15,1,3,11,0,11,0,,,4,10,0,3,6,52,0,19,,1,,,,,,,,
Orlando Brown,T,40,9/23/2011,1,12/12/1970,9,1994,2005,0,0,8,43,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
George Buksar,LB-FB,84,2/22/2011,1,8/12/1926,4,1949,1952,0,0,3,0,36,0,1,0,0,0,0,,,28,63,1,25,4,5,0,3,,7,,,,,,,,
Lewis Bush,LB,42,12/8/2011,1,12/2/1969,10,1993,2002,0,0,6,36,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,2,4,,,,,,,
Bob Callahan,C-LB,87,3/10/2011,1,9/26/1923,1,1948,1948,0,0,0,0,7,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Len Calligaro,BB-LB,89,6/15/2011,1,6/24/1921,1,1944,1944,0,0,1,0,10,0,0,0,0,0,0,,,3,4,1,3,2,11,0,10,,,,,,,,,,
Justin Canale,G,68,10/11/2011,1,4/11/1943,5,1965,1969,0,0,1,14,64,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,
Whit Canale,DE-DT,69,9/17/2011,1,12/27/1941,2,1966,1968,0,0,0,5,16,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Ken Carpenter,HB-FL,84,1/28/2011,1,2/26/1926,5,1950,1960,0,1,4,4,49,0,1,0,0,0,1,,,242,1199,11,61,71,823,6,45,,,,,,,,,,
Preston Carpenter,E-HB,77,6/30/2011,1,1/24/1934,12,1956,1967,0,1,10,29,149,1,3,2,0,2,0,,,223,884,1,39,305,4457,23,74,,,,,,,,,,
Eddie Carr,DB-HB,87,1/7/2011,1,4/27/1923,3,1947,1949,0,0,0,0,30,0,0,0,0,0,0,,,44,283,3,0,14,246,3,0,,16,,,,,,,,
Don Chandler,FB-P-K,76,8/11/2011,1,9/5/1934,12,1956,1967,0,1,8,35,154,3,3,67,0,27,0,,,13,146,0,33,1,5,0,5,,,,,,,,,,
Lynn Chandnois,HB-WB-TB,86,4/19/2011,1,2/24/1925,7,1950,1956,0,2,5,0,72,19,59,285,2,49,7,,,593,1934,16,38,162,2012,7,55,,,,,,,,,,
Lloyd Colteryahn,E,79,5/2/2011,1,8/26/1931,3,1954,1956,0,0,1,0,27,0,0,0,0,0,0,,,0,0,0,0,54,664,3,22,,,,,,,,,,
Clyde Conner,E,78,12/12/2011,1,5/18/1933,8,1956,1963,0,0,6,13,80,0,0,0,0,0,0,,,0,0,0,0,203,2643,18,65,,,,,,,,,,
Mark Cooney,LB,60,6/2/2011,1,6/2/1951,1,1974,1974,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Terry Crouch,G,51,5/8/2011,1,7/6/1959,1,1982,1982,0,0,1,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jeff Curchin,T-G,63,6/16/2011,1,12/17/1947,3,1970,1972,0,0,0,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Al Davis,Coach,82,10/8/2011,1,7/4/1929,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doug Davis,T,66,2/10/2011,1,7/2/1944,7,1966,1972,0,0,4,24,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Hal Dean,G-LB,88,2/12/2011,1,10/30/1922,3,1947,1949,0,0,2,0,35,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,1,,,,,,,,
Sam DeLuca,G-T,75,9/13/2011,1,5/2/1936,6,1960,1966,0,0,4,29,81,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Paul Dickson,DT-T,74,6/7/2011,1,2/26/1937,13,1959,1971,0,0,7,45,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Dave Duerson,DB,50,2/17/2011,1,11/28/1960,11,1983,1993,0,4,5,59,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,20,16,,,,,,,
Jim Duncan,DE,85,1/5/2011,1,5/2/1925,4,1950,1953,0,0,4,0,43,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,7,,,,,,,,
Pete Duranko,DE-DT,67,7/8/2011,1,12/15/1943,7,1967,1974,0,0,6,32,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Gene Fekete,FB-LB,88,4/28/2011,1,8/31/1922,1,1946,1946,0,0,0,0,6,0,0,0,0,0,0,,,26,106,1,0,1,2,0,2,,,,,,,,,,
Ralph Felton,LB-DB-FB,78,1/22/2011,1,5/21/1932,9,1954,1962,0,0,6,15,93,0,0,0,0,0,0,,,3,8,0,5,0,0,0,0,,7,,,,,,,,
Bernie Flowers,E,81,4/14/2011,1,2/14/1930,1,1956,1956,0,0,0,0,1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Sid Fournet,G-LB-DB,78,4/23/2011,1,8/27/1932,7,1955,1963,0,0,4,20,82,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,1,,,,,,,,
George Franck,HB,92,1/19/2011,1,9/23/1918,4,1941,1947,0,0,0,0,33,1,2,4,0,4,0,,,144,506,3,46,27,536,5,88,,5,,,,,,,,
Ben Fricke,C-G,35,2/21/2011,1,11/3/1975,3,1999,2001,0,0,0,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Ed Frutig,E,92,2/26/2011,1,8/19/1918,3,1941,1946,0,0,0,0,24,0,0,0,0,0,0,,,1,11,0,11,12,117,3,34,,,,,,,,,,
Greg Gantt,P,59,10/26/2011,1,10/30/1951,2,1974,1975,0,0,2,2,28,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Pete Gent,FL-WR,69,9/30/2011,1,8/23/1942,5,1964,1968,0,0,1,12,48,0,0,0,0,0,0,,,2,-5,0,0,68,989,4,84,,,,,,,,,,
Cookie Gilchrist,FB,75,1/10/2011,1,5/25/1935,6,1962,1967,3,4,4,42,65,1,1,35,0,35,0,,,1010,4293,37,67,110,1135,6,76,,,,,,,,,,
Fred Gillett,C-LB-G,74,10/20/2011,1,12/16/1936,2,1962,1964,0,0,0,4,9,0,0,0,0,0,0,,,2,8,0,5,0,0,0,0,,,,,,,,,,
Gale Gillingham,G-DT,67,10/20/2011,1,2/3/1944,10,1966,1976,2,5,8,49,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Ralph Goldston,HB-DB,82,7/9/2011,1,2/25/1929,3,1952,1955,0,0,1,0,27,0,0,0,0,0,0,,,79,203,3,20,4,20,0,9,,,,,,,,,,
Gene Gossage,DE-DT-G,76,5/1/2011,1,2/17/1935,3,1960,1962,0,0,0,9,40,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Otis Grant,WR,49,5/29/2011,1,8/13/1961,3,1983,1987,0,0,0,5,33,0,1,0,0,0,0,0,0,3,10,0,20,37,565,1,57,,,,,,,,,,
Bill Gray,G-C-BB,88,8/18/2011,1,12/27/1922,2,1947,1948,0,0,0,0,24,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Garland Gregory,G-LB,92,4/28/2011,1,3/8/1919,2,1946,1947,0,0,1,0,27,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
George Groves,G-LB,90,7/23/2011,1,6/10/1921,2,1947,1948,0,0,0,0,9,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Don Gulseth,LB,69,11/21/2011,1,9/11/1942,1,1966,1966,0,0,0,2,5,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Billy Hardee,DB,56,7/4/2011,1,8/12/1954,2,1976,1977,0,0,1,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,,
Jimmy Harris,DB,76,8/9/2011,1,11/12/1934,4,1957,1961,0,0,3,9,49,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,11,,,,,,,,
Richard Harris,DE-DT,63,7/26/2011,1,1/21/1948,7,1971,1977,0,0,6,19,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Joe Heap,HB,79,4/6/2011,1,10/26/1931,1,1955,1955,0,0,0,0,12,0,0,0,0,0,0,,,8,29,0,16,0,0,0,0,,,,,,,,,,
Drew Hill,WR,54,3/18/2011,1,10/5/1956,14,1979,1993,0,2,9,74,211,0,1,0,0,0,0,0,0,3,19,0,14,634,9831,60,81,,,,,,,,,,
Glen Holloway,G,63,12/20/2011,1,9/16/1948,5,1970,1974,0,0,4,20,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Ron Holmes,DE,48,10/27/2011,1,8/26/1963,8,1985,1992,0,0,6,32,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,36.5,,,,,,,
Kent Hull,C,50,10/18/2011,1,1/13/1961,11,1986,1996,2,3,11,87,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jerry Huth,G,77,2/11/2011,1,7/23/1933,6,1956,1963,0,0,5,22,74,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Duke Iverson,B,91,5/20/2011,1,2/26/1920,5,1947,1951,0,0,2,0,46,0,0,0,0,0,0,,,6,50,0,0,5,41,0,11,,5,,,,,,,,
Al Johnson,QB-P,88,5/5/2011,1,8/15/1922,1,1948,1948,0,0,0,0,5,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Bill Johnson,C-LB/Coach,84,1/7/2011,1,7/14/1926,9,1948,1956,0,2,8,0,95,0,0,0,0,0,0,,,0,0,0,0,0,3,0,3,,2,,,,,,,,
John Henry Johnson,FB-HB,81,6/3/2011,1,11/24/1929,13,1954,1966,0,4,8,41,143,2,5,25,2,15,1,,,1571,6803,48,87,186,1478,7,53,,1,,,,,,,,
Andre Jones,LB,42,6/22/2011,1,5/15/1969,1,1992,1992,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Terry Joyce,P-TE,56,6/17/2011,1,7/18/1954,2,1976,1977,0,0,1,1,18,1,1,1,0,1,0,0,0,2,-13,0,0,0,0,0,0,,,,,,,,,,
Jim Keane,E-DE,87,3/8/2011,1,1/11/1924,7,1946,1952,0,0,1,0,81,0,0,0,0,0,0,,,0,0,0,0,224,3222,24,70,,,,,,,,,,
Joe Krupa,DT,78,9/13/2011,1,7/6/1933,9,1956,1964,0,1,7,28,110,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Ted Lapka,E,91,12/1/2011,1,4/20/1920,3,1943,1946,0,0,0,0,19,0,0,0,0,0,0,,,0,0,0,0,9,128,1,42,,,,,,,,,,
Shawn Lee,DT-NT-DE,44,2/26/2011,1,10/24/1966,11,1988,1998,0,0,6,39,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,2,28.5,,,,,,,
Jim Lipinski,T-DT,85,5/28/2011,1,2/25/1926,1,1950,1950,0,0,0,0,1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Nolan Luhn,E,90,11/27/2011,1,7/27/1921,5,1945,1949,0,0,4,0,56,0,0,0,0,0,0,,,0,0,0,0,100,1525,13,44,,,,,,,,,,
Lenny Lyles,DB-HB,75,11/20/2011,1,1/26/1936,12,1958,1969,0,1,6,48,149,0,0,0,0,0,0,0,0,35,69,2,27,8,57,1,18,,16,,,,,,,,
John Mackey,TE,69,7/6/2011,1,9/24/1941,10,1963,1972,3,5,8,58,139,0,0,0,0,0,0,0,0,19,127,0,33,331,5236,38,89,,,,,,,,,,
Lloyd Madden,WB-DB,93,12/26/2011,1,8/27/1918,1,1940,1940,0,0,0,0,9,0,0,0,0,0,0,,,29,186,2,0,4,90,1,56,,,,,,,,,,
Ned Maloney,E,88,10/7/2011,1,4/21/1923,2,1948,1949,0,0,0,0,26,0,0,0,0,0,0,,,0,0,0,0,1,29,1,29,,,,,,,,,,
Vaughn Mancha,C-LB,89,1/27/2011,1,10/7/1921,1,1948,1948,0,0,0,0,12,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Jim Mandich,TE,62,4/26/2011,1,7/30/1948,9,1970,1978,0,0,1,22,119,0,0,0,0,0,0,0,0,0,0,0,0,121,1406,23,44,,,,,,,,,,
Norm Masters,T,77,4/19/2011,1,9/19/1933,8,1957,1964,0,0,4,20,104,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Ollie Matson,RB-FL,80,2/19/2011,1,5/1/1930,14,1952,1966,5,6,9,17,169,5,15,119,0,43,1,,,1170,5173,40,79,222,3285,23,96,,3,,,,,,,,
Bob McDonough,G,92,10/14/2011,1,5/31/1919,1,1946,1946,0,0,0,0,10,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Chester McGlockton,DT-DE,42,11/30/2011,1,9/16/1969,12,1992,2003,1,4,9,79,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,4,51,,,,,,,
Frank McPhee,DB-E,80,3/31/2011,1,3/19/1931,1,1955,1955,0,0,0,0,7,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Rich Michael,T,73,12/22/2011,1,11/15/1938,6,1960,1966,0,2,4,29,80,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Hal Miller,T,81,11/21/2011,1,2/4/1930,1,1953,1953,0,0,0,0,12,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Fred Molden,DT,48,11/1/2011,1,8/12/1963,1,1987,1987,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,,,,,,,
